user,risk,z_rule,z_lm,z_sim,z_peer,rule,lm,sim,peer,len,is_malicious,scenario,rank
TAP0551,0.34746440879824975,0.20324936732146745,0.4231425278177317,0.4831109205749893,0.40505617441579406,139.05934515109948,5.582085878205104,0.6214559221242291,82.56414499637648,2660,True,1,84
JMB0308,0.3471599435132203,0.22593950633167306,0.18746994424983243,0.5957890143973958,0.46895265687490423,154.58350600694163,4.066777521602038,0.7520479445144448,95.58840872997158,3624,True,1,85
LQC0479,0.34668539414827626,0.22593950633167306,0.05495759300927718,0.6751694496841103,0.5101714039514934,154.58350600694163,3.2147604131712533,0.8440485386906863,103.99018316313223,3756,True,1,86
MAS0025,0.33879193430951327,0.21592155793309079,0.09796907589517544,0.6499347633494285,0.4689720341325651,147.72941655798905,3.4913121378571828,0.8148019601319219,95.59235847030934,4105,True,1,89
ABC0174,0.33674591445825364,0.23234626303964806,0.46625340084598804,0.4427274792285836,0.26583239510700607,158.9668868956226,5.8592766535222065,0.5746521903818744,54.18563103254618,7000,True,2,90
HJB0742,0.3316345312143439,0.20812070682524347,0.36450627561957927,0.4728901414958217,0.381749719909168,142.39222283889254,5.205071286135907,0.6096102104594948,77.8135014788153,4469,True,1,91
FTM0406,0.32930053724387115,0.20324936732146745,0.09998375624066531,0.6361416529014207,0.4597908389453061,139.05934515109948,3.504265965227286,0.7988159762786987,93.7209204363769,3114,True,1,92
JLM0364,0.32834341603743267,0.047820306450865976,0.21224033681794077,0.7367856436367373,0.5504721012287589,32.717742680421885,4.226044171487849,0.9154606748681376,112.20482800407132,7650,True,3,94
AKR0057,0.32456951455729455,0.09765667633758048,0.5409274368101084,0.5446957975349906,0.2743160485099534,66.81483755695051,6.339409679624111,0.6928317624320627,55.91488646401859,4697,True,2,97
BIH0745,0.32452380144330717,0.16364005288516717,0.35533747686282235,0.5434322500873988,0.3476148159655077,111.9594067848257,5.14611849168783,0.6913673321158462,70.85565381063304,2534,True,1,98
BLS0678,0.3241459778369301,0.1523837867337533,0.5148601213002484,0.41974092249020717,0.36856805507218243,104.2580839197642,6.171804180383172,0.5480111563492674,75.1266324575883,2904,True,1,100
AJR0932,0.3191399487249734,0.20324936732146745,0.04004412146857237,0.6394609391018773,0.46644095151468423,139.05934515109948,3.118870990186754,0.802662973357765,95.0764382462517,2199,True,1,101
LCC0819,0.29105064707456574,0.0592993254257896,0.4950798512135143,0.5137345968920001,0.2658753162569801,40.571468783810964,6.044622613038669,0.6569482497594924,54.19437981425523,2858,True,2,110
IKR0401,0.28769553598503517,0.11540404260121055,0.5924436929611886,0.35808116508265336,0.22349926054433225,78.95724746110398,6.670644701809648,0.4765485308576273,45.55670674760031,4843,True,2,112
GHL0460,0.26895446881616014,0.1460965227697678,0.13247968029708693,0.5277445183450169,0.3472252937505428,99.95645769014305,3.713205607389979,0.6731855139340281,70.77625601184117,745,True,1,121
CSC0217,0.26333788577885653,0.04110069431287587,0.1848857861740625,0.5982965648778442,0.4023087306628839,28.12031206652797,4.0501621127678185,0.7549541534977404,82.00412305692122,2473,True,3,126
KLH0596,0.25473044969937564,0.1460965227697678,0.08923662937771067,0.5039263865926353,0.3497527871184501,99.95645769014305,3.4351649654488514,0.6455806983963908,71.29144462538657,959,True,1,133
VSS0154,0.2531138975171502,0.11603945254078711,0.5813204686539714,0.29203316012741853,0.11617155158790941,79.3919828369847,6.599125501358228,0.4,23.679690461679787,4140,True,2,135
PPF0435,0.252704475479012,0.1331074127414641,0.14170472120915076,0.4943246786287219,0.31692930988943796,91.06955605578449,3.772520023061194,0.6344524797793454,64.60091006649466,3703,True,1,136
DCH0843,0.25114349310207024,0.08736338390065318,0.2676337705438025,0.4263096988455027,0.3739597381444852,59.77236296236076,4.5822083538249645,0.5556242580602274,76.22563978317261,1049,True,1,137
MSO0222,0.24567576035396763,0.11132696594017653,0.1167394730755568,0.5238656983631016,0.3122043651467351,76.16778927933507,3.61200050675265,0.6686900265793674,63.63780655770595,4939,True,3,140
BBS0039,0.24072420899027713,0.035767038099844516,0.24834918936878572,0.5233971927696693,0.30598838456109884,24.47112609355449,4.458213926617126,0.6681470364481722,62.370779525943405,3657,True,3,143
MDH0580,0.2277804895350381,0.09380266123531236,0.4610616105922898,0.29203316012741853,0.16692541927067048,64.17799384428993,5.825894903986233,0.4,34.025044896852165,2839,True,2,152
CCL0068,0.22100079969476083,0.12817142756343367,0.558093956324957,0.22300714046093784,0.015744348594409995,87.69244902918885,6.449785566716405,0.32000000000000006,3.2092306260908496,5835,True,2,158
JJM0203,0.218049357032752,0.08035197933825727,0.6507839009110732,0.22300714046093784,0.0,54.975293530434286,7.045755812716408,0.32000000000000006,0.0,3910,True,2,163
DIB0285,0.2151964795197435,0.08132583481179603,0.5374255799285595,0.26902448690525826,0.05283271921999061,55.64158689314829,6.316893725855097,0.37333333333333335,10.769094673161124,3196,True,2,165
IUB0565,0.21310188817775452,0.09842111738167768,0.5611474390215447,0.24601581368309802,0.0,67.33785355645739,6.4694186007199095,0.3466666666666667,0.0,4182,True,2,168
DRR0162,0.20983647834483887,0.10380578404936851,0.562811898049285,0.22300714046093784,0.0,71.0219399107422,6.480120603624849,0.32000000000000006,0.0,5663,True,2,173
XHW0498,0.209618918604749,0.09929016283631188,0.5707553417749488,0.22300714046093784,0.0,67.93243790090375,6.531194710232742,0.32000000000000006,0.0,5160,True,2,174
NWT0098,0.20756182058127573,0.1106451403025359,0.5377598967251346,0.22300714046093784,0.0,75.7012971670739,6.319043288727169,0.32000000000000006,0.0,6350,True,2,177
AAF0535,0.1902548988306267,0.06806762494220116,0.536380318692559,0.22300714046093784,0.0,46.570572273822705,6.3101729904103285,0.32000000000000006,0.0,1916,True,2,201
IJM0776,0.1845793166822878,0.08241703632704923,0.47930358518116817,0.22300714046093784,0.0,56.38816618212092,5.943185664400477,0.32000000000000006,0.0,2062,True,2,213
RMW0542,0.1790279669124414,0.05352934269116197,0.49006377867379275,0.22300714046093784,0.02567792657322421,36.623756516931394,6.0123706789286615,0.32000000000000006,5.234029714164322,3110,True,2,221
TNM0961,0.17595688629784972,0.07139346101351025,0.4582385838860557,0.22300714046093784,0.0,48.846045955493054,5.807743637113743,0.32000000000000006,0.0,2607,True,2,228
FSC0601,0.16772719863905955,0.07565057808653239,0.40857591144606065,0.22300714046093784,0.0,51.758684357312546,5.488426636297295,0.32000000000000006,0.0,6822,True,2,247
PNL0301,0.16410996043953663,0.047920212418767254,0.4341421903381688,0.22300714046093784,0.015744348594409995,32.78609644041694,5.652810611157462,0.32000000000000006,3.2092306260908496,1476,True,2,256
CEJ0109,0.1573682558645833,0.03319192091293634,0.4112612437377393,0.17698979401661727,0.11727860165137724,22.709279971138688,5.5056925668532966,0.26666666666666666,23.905344698626635,5395,True,2,270
RAR0725,0.15179188069247512,0.055653001336702076,0.36889447521279906,0.22300714046093784,0.0,38.07672330578342,5.233286173983192,0.32000000000000006,0.0,1651,True,2,281
HXL0968,0.15080756256883027,0.06492713766897473,0.34542461193002955,0.22300714046093784,0.0,44.42191070884226,5.082381561226376,0.32000000000000006,0.0,2138,True,2,287
EGD0132,0.15045423469100894,0.044273234446045924,0.4019183590686734,0.19999846723877754,0.015744348594409995,30.290903587663852,5.4456204490045295,0.29333333333333333,3.2092306260908496,1870,True,2,289
PSF0133,0.1481638176088021,0.0406352650038471,0.39093263261937017,0.17698979401661727,0.06317157719489933,27.80187419987866,5.374985321065736,0.26666666666666666,12.876503528657445,1931,True,2,294
EDB0714,0.14604637775153467,0.0621929895428586,0.32708698409578385,0.22300714046093784,0.0,42.551258647414386,4.964475777376454,0.32000000000000006,0.0,2394,True,2,298
HBO0413,0.14254985077255622,0.04631814082717595,0.3974218698705713,0.15398112079445703,0.04028626845971533,31.689989577464182,5.416709289487765,0.24,8.211703760023436,5865,True,2,309
KRL0501,0.11090051068510222,0.024146672662895795,0.3137328071066482,0.15398112079445703,0.0,16.520693433546484,4.87861217932512,0.24,0.0,6162,True,2,407
